udaj,kod,text,idob,budid
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000163466,220532
PSČ a adresní pošta,14000,Praha 4,1000163466,220532
Ulice,444570,Marie Cibulkové,1000163466,220532
Číslo domovní,1513,číslo popisné,1000163466,220532
Číslo orientační,18,,1000163466,220532
Typ adresy,1,Hlavní adresa,1000163466,220532
Zadní vchod,0,ne,1000163466,220532
Identifikátor adresy RSO (IDADR),30000491314,,1000163466,220532
Identifikátor adresy ISEO (PČD),2472120,,1000163466,220532
Identifikátor adresy RÚIAN,21953112,,1000163466,220532
Okres,40924,Praha,1000164560,220637
Městský obvod Prahy,43,Praha 4,1000164560,220637
Obec,554782,Praha,1000164560,220637
Část obce,490156,Nusle,1000164560,220637
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000164560,220637
PSČ a adresní pošta,14000,Praha 4,1000164560,220637
Ulice,471577,Štětkova,1000164560,220637
Číslo domovní,1624,číslo popisné,1000164560,220637
Číslo orientační,1,,1000164560,220637
Typ adresy,1,Hlavní adresa,1000164560,220637
Zadní vchod,0,ne,1000164560,220637
Identifikátor adresy RSO (IDADR),30000497037,,1000164560,220637
Identifikátor adresy ISEO (PČD),2472314,,1000164560,220637
Identifikátor adresy RÚIAN,21954267,,1000164560,220637
Okres,40924,Praha,1000164578,220638
Městský obvod Prahy,043,Praha 4,1000164578,220638
Obec,554782,Praha,1000164578,220638
Část obce,490156,Nusle,1000164578,220638
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000164578,220638
PSČ a adresní pošta,14000,Praha 4,1000164578,220638
Ulice,471577,Štětkova,1000164578,220638
Číslo domovní,1625,číslo popisné,1000164578,220638
Číslo orientační,1A,,1000164578,220638
Typ adresy,1,Hlavní adresa,1000164578,220638
Zadní vchod,0,ne,1000164578,220638
Identifikátor adresy RSO (IDADR),30000295434,,1000164578,220638
Identifikátor adresy ISEO (PČD),2472315,,1000164578,220638
Identifikátor adresy RÚIAN,21954275,,1000164578,220638
Okres,40924,Praha,1000154777,219778
Městský obvod Prahy,43,Praha 4,1000154777,219778
Obec,554782,Praha,1000154777,219778
Část obce,490156,Nusle,1000154777,219778
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000154777,219778
PSČ a adresní pošta,14000,Praha 4,1000154777,219778
Ulice,469122,Sinkulova,1000154777,219778
Číslo domovní,424,číslo popisné,1000154777,219778
Číslo orientační,75,,1000154777,219778
Typ adresy,1,Hlavní adresa,1000154777,219778
Zadní vchod,0,ne,1000154777,219778
Identifikátor adresy RSO (IDADR),30000511587,,1000154777,219778
Identifikátor adresy ISEO (PČD),2471013,,1000154777,219778
Identifikátor adresy RÚIAN,21944202,,1000154777,219778
Okres,40924,Praha,1000155188,219815
Městský obvod Prahy,43,Praha 4,1000155188,219815
Obec,554782,Praha,1000155188,219815
Část obce,490156,Nusle,1000155188,219815
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155188,219815
PSČ a adresní pošta,14000,Praha 4,1000155188,219815
Ulice,469122,Sinkulova,1000155188,219815
Číslo domovní,511,číslo popisné,1000155188,219815
Číslo orientační,46,,1000155188,219815
Typ adresy,1,Hlavní adresa,1000155188,219815
Zadní vchod,0,ne,1000155188,219815
Identifikátor adresy RSO (IDADR),30000511927,,1000155188,219815
Identifikátor adresy ISEO (PČD),2471074,,1000155188,219815
Identifikátor adresy RÚIAN,21944610,,1000155188,219815
Okres,40924,Praha,1000155285,219826
Městský obvod Prahy,43,Praha 4,1000155285,219826
Obec,554782,Praha,1000155285,219826
Část obce,490156,Nusle,1000155285,219826
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155285,219826
PSČ a adresní pošta,14000,Praha 4,1000155285,219826
Ulice,469122,Sinkulova,1000155285,219826
Číslo domovní,535,číslo popisné,1000155285,219826
Číslo orientační,77,,1000155285,219826
Typ adresy,1,Hlavní adresa,1000155285,219826
Zadní vchod,0,ne,1000155285,219826
Identifikátor adresy RSO (IDADR),30000514365,,1000155285,219826
Identifikátor adresy ISEO (PČD),2471138,,1000155285,219826
Identifikátor adresy RÚIAN,21944717,,1000155285,219826
Okres,40924,Praha,1000155471,219839
Městský obvod Prahy,43,Praha 4,1000155471,219839
Obec,554782,Praha,1000155471,219839
Část obce,490156,Nusle,1000155471,219839
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000155471,219839
PSČ a adresní pošta,14000,Praha 4,1000155471,219839
Ulice,469122,Sinkulova,1000155471,219839
Číslo domovní,573,číslo popisné,1000155471,219839
Číslo orientační,44,,1000155471,219839
Typ adresy,1,Hlavní adresa,1000155471,219839
Zadní vchod,0,ne,1000155471,219839
Identifikátor adresy RSO (IDADR),30000514519,,1000155471,219839
Identifikátor adresy ISEO (PČD),2471121,,1000155471,219839
Identifikátor adresy RÚIAN,21944903,,1000155471,219839
Okres,40924,Praha,1000157679,220034
Městský obvod Prahy,43,Praha 4,1000157679,220034
Obec,554782,Praha,1000157679,220034
Část obce,490156,Nusle,1000157679,220034
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000157679,220034
PSČ a adresní pošta,14000,Praha 4,1000157679,220034
Ulice,469122,Sinkulova,1000157679,220034
Číslo domovní,840,číslo popisné,1000157679,220034
Číslo orientační,71,,1000157679,220034
Typ adresy,1,Hlavní adresa,1000157679,220034
Zadní vchod,0,ne,1000157679,220034
Identifikátor adresy RSO (IDADR),30000520292,,1000157679,220034
Identifikátor adresy ISEO (PČD),2471456,,1000157679,220034
Identifikátor adresy RÚIAN,22700498,,1000157679,220034
Okres,40924,Praha,1000159663,220207
Městský obvod Prahy,43,Praha 4,1000159663,220207
Obec,554782,Praha,1000159663,220207
Část obce,490156,Nusle,1000159663,220207
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000159663,220207
PSČ a adresní pošta,14000,Praha 4,1000159663,220207
Ulice,469122,Sinkulova,1000159663,220207
Číslo domovní,1121,číslo popisné,1000159663,220207
Číslo orientační,42,,1000159663,220207
Typ adresy,1,Hlavní adresa,1000159663,220207
Zadní vchod,0,ne,1000159663,220207
Identifikátor adresy RSO (IDADR),30000525685,,1000159663,220207
Identifikátor adresy ISEO (PČD),2471643,,1000159663,220207
Identifikátor adresy RÚIAN,21949239,,1000159663,220207
Okres,40924,Praha,1000160467,220275
Městský obvod Prahy,43,Praha 4,1000160467,220275
Obec,554782,Praha,1000160467,220275
Část obce,490156,Nusle,1000160467,220275
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000160467,220275
PSČ a adresní pošta,14000,Praha 4,1000160467,220275
Ulice,469122,Sinkulova,1000160467,220275
Číslo domovní,1209,číslo popisné,1000160467,220275
Číslo orientační,40,,1000160467,220275
Typ adresy,1,Hlavní adresa,1000160467,220275
Zadní vchod,0,ne,1000160467,220275
Identifikátor adresy RSO (IDADR),30000076741,,1000160467,220275
Identifikátor adresy ISEO (PČD),2471740,,1000160467,220275
Identifikátor adresy RÚIAN,21950041,,1000160467,220275
Okres,40924,Praha,1000164977,220675
Městský obvod Prahy,43,Praha 4,1000164977,220675
Obec,554782,Praha,1000164977,220675
Část obce,490156,Nusle,1000164977,220675
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000164977,220675
PSČ a adresní pošta,14000,Praha 4,1000164977,220675
Ulice,469122,Sinkulova,1000164977,220675
Číslo domovní,1665,číslo popisné,1000164977,220675
Číslo orientační,73,,1000164977,220675
Typ adresy,1,Hlavní adresa,1000164977,220675
Zadní vchod,0,ne,1000164977,220675
Identifikátor adresy RSO (IDADR),30017899508,,1000164977,220675
Identifikátor adresy ISEO (PČD),3684530,,1000164977,220675
Identifikátor adresy RÚIAN,22716793,,1000164977,220675
Okres,40924,Praha,1000157865,220051
Městský obvod Prahy,43,Praha 4,1000157865,220051
Obec,554782,Praha,1000157865,220051
Část obce,490156,Nusle,1000157865,220051
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000157865,220051
PSČ a adresní pošta,14000,Praha 4,1000157865,220051
Ulice,457281,Na dolinách,1000157865,220051
Číslo domovní,861,číslo popisné,1000157865,220051
Číslo orientační,37,,1000157865,220051
Typ adresy,1,Hlavní adresa,1000157865,220051
Zadní vchod,0,ne,1000157865,220051
Identifikátor adresy RSO (IDADR),30000520454,,1000157865,220051
Identifikátor adresy ISEO (PČD),2471481,,1000157865,220051
Identifikátor adresy RÚIAN,21947341,,1000157865,220051
Okres,40924,Praha,1000159931,220232
Městský obvod Prahy,43,Praha 4,1000159931,220232
Obec,554782,Praha,1000159931,220232
Část obce,490156,Nusle,1000159931,220232
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000159931,220232
PSČ a adresní pošta,14000,Praha 4,1000159931,220232
Ulice,457281,Na dolinách,1000159931,220232
Číslo domovní,1149,číslo popisné,1000159931,220232
Číslo orientační,35,,1000159931,220232
Typ adresy,1,Hlavní adresa,1000159931,220232
Zadní vchod,0,ne,1000159931,220232
Identifikátor adresy RSO (IDADR),30000525863,,1000159931,220232
Identifikátor adresy ISEO (PČD),2471677,,1000159931,220232
Identifikátor adresy RÚIAN,21949514,,1000159931,220232
Okres,40924,Praha,1000160149,220250
Městský obvod Prahy,43,Praha 4,1000160149,220250
Obec,554782,Praha,1000160149,220250
Část obce,490156,Nusle,1000160149,220250
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000160149,220250
PSČ a adresní pošta,14000,Praha 4,1000160149,220250
Ulice,457281,Na dolinách,1000160149,220250
Číslo domovní,1175,číslo popisné,1000160149,220250
Číslo orientační,33,,1000160149,220250
Typ adresy,1,Hlavní adresa,1000160149,220250
Zadní vchod,0,ne,1000160149,220250
Identifikátor adresy RSO (IDADR),30000076708,,1000160149,220250
Identifikátor adresy ISEO (PČD),2471770,,1000160149,220250
Identifikátor adresy RÚIAN,21949727,,1000160149,220250
Okres,40924,Praha,1000160327,220266
Městský obvod Prahy,43,Praha 4,1000160327,220266
Obec,554782,Praha,1000160327,220266
Část obce,490156,Nusle,1000160327,220266
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000160327,220266
PSČ a adresní pošta,14000,Praha 4,1000160327,220266
Ulice,454885,Lopatecká,1000160327,220266
Číslo domovní,1194,číslo popisné,1000160327,220266
Číslo orientační,36,,1000160327,220266
Typ adresy,1,Hlavní adresa,1000160327,220266
Zadní vchod,0,ne,1000160327,220266
Identifikátor adresy RSO (IDADR),30000528471,,1000160327,220266
Identifikátor adresy ISEO (PČD),2471724,,1000160327,220266
Identifikátor adresy RÚIAN,21949905,,1000160327,220266
Okres,40924,Praha,1000161072,220331
Městský obvod Prahy,43,Praha 4,1000161072,220331
Obec,554782,Praha,1000161072,220331
Část obce,490156,Nusle,1000161072,220331
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000161072,220331
PSČ a adresní pošta,14000,Praha 4,1000161072,220331
Ulice,457281,Na dolinách,1000161072,220331
Číslo domovní,1272,číslo popisné,1000161072,220331
Číslo orientační,41,,1000161072,220331
Typ adresy,1,Hlavní adresa,1000161072,220331
Zadní vchod,0,ne,1000161072,220331
Identifikátor adresy RSO (IDADR),30000531197,,1000161072,220331
Identifikátor adresy ISEO (PČD),2471815,,1000161072,220331
Identifikátor adresy RÚIAN,21950652,,1000161072,220331
Okres,40924,Praha,1000161111,220335
Městský obvod Prahy,43,Praha 4,1000161111,220335
Obec,554782,Praha,1000161111,220335
Část obce,490156,Nusle,1000161111,220335
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000161111,220335
PSČ a adresní pošta,14000,Praha 4,1000161111,220335
Ulice,457281,Na dolinách,1000161111,220335
Číslo domovní,1276,číslo popisné,1000161111,220335
Číslo orientační,43,,1000161111,220335
Typ adresy,1,Hlavní adresa,1000161111,220335
Zadní vchod,0,ne,1000161111,220335
Identifikátor adresy RSO (IDADR),30000531219,,1000161111,220335
Identifikátor adresy ISEO (PČD),2471820,,1000161111,220335
Identifikátor adresy RÚIAN,21950695,,1000161111,220335
Okres,40924,Praha,1000161129,220336
Městský obvod Prahy,43,Praha 4,1000161129,220336
Obec,554782,Praha,1000161129,220336
Část obce,490156,Nusle,1000161129,220336
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000161129,220336
PSČ a adresní pošta,14000,Praha 4,1000161129,220336
Ulice,457281,Na dolinách,1000161129,220336
Číslo domovní,1277,číslo popisné,1000161129,220336
Číslo orientační,45,,1000161129,220336
Typ adresy,1,Hlavní adresa,1000161129,220336
Zadní vchod,0,ne,1000161129,220336
Identifikátor adresy RSO (IDADR),30000531227,,1000161129,220336
Identifikátor adresy ISEO (PČD),2471821,,1000161129,220336
Identifikátor adresy RÚIAN,21950709,,1000161129,220336
Okres,40924,Praha,1000164373,220619
Městský obvod Prahy,43,Praha 4,1000164373,220619
Obec,554782,Praha,1000164373,220619
Část obce,490156,Nusle,1000164373,220619
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000164373,220619
PSČ a adresní pošta,14000,Praha 4,1000164373,220619
Ulice,457281,Na dolinách,1000164373,220619
Číslo domovní,1605,číslo popisné,1000164373,220619
Číslo orientační,39,,1000164373,220619
Typ adresy,1,Hlavní adresa,1000164373,220619
Zadní vchod,0,ne,1000164373,220619
Identifikátor adresy RSO (IDADR),30000494666,,1000164373,220619
Identifikátor adresy ISEO (PČD),2472284,,1000164373,220619
Identifikátor adresy RÚIAN,21954046,,1000164373,220619
Okres,40924,Praha,1000153983,219706
Městský obvod Prahy,43,Praha 4,1000153983,219706
Obec,554782,Praha,1000153983,219706
Část obce,490156,Nusle,1000153983,219706
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000153983,219706
PSČ a adresní pošta,14000,Praha 4,1000153983,219706
Ulice,469122,Sinkulova,1000153983,219706
Číslo domovní,329,číslo popisné,1000153983,219706
Číslo orientační,48,,1000153983,219706
Typ adresy,1,Hlavní adresa,1000153983,219706
Zadní vchod,0,ne,1000153983,219706
Identifikátor adresy RSO (IDADR),30000508632,,1000153983,219706
Identifikátor adresy ISEO (PČD),2470977,,1000153983,219706
Identifikátor adresy RÚIAN,21943401,,1000153983,219706
Okres,40924,Praha,1000154327,684492
Městský obvod Prahy,43,Praha 4,1000154327,684492
Obec,554782,Praha,1000154327,684492
Část obce,490156,Nusle,1000154327,684492
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000154327,684492
PSČ a adresní pošta,14000,Praha 4,1000154327,684492
Ulice,457876,Na Klikovce,1000154327,684492
Číslo domovní,367,číslo popisné,1000154327,684492
Číslo orientační,7,,1000154327,684492
Typ adresy,1,Hlavní adresa,1000154327,684492
Zadní vchod,0,ne,1000154327,684492
Identifikátor adresy RSO (IDADR),30000511234,,1000154327,684492
Identifikátor adresy ISEO (PČD),2470953,,1000154327,684492
Identifikátor adresy RÚIAN,21943753,,1000154327,684492
Okres,40924,Praha,1000158314,220088
Městský obvod Prahy,43,Praha 4,1000158314,220088
Obec,554782,Praha,1000158314,220088
Část obce,490156,Nusle,1000158314,220088
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000158314,220088
PSČ a adresní pošta,14000,Praha 4,1000158314,220088
Ulice,457876,Na Klikovce,1000158314,220088
Číslo domovní,922,číslo popisné,1000158314,220088
Číslo orientační,5,,1000158314,220088
Typ adresy,1,Hlavní adresa,1000158314,220088
Zadní vchod,0,ne,1000158314,220088
Identifikátor adresy RSO (IDADR),30000522538,,1000158314,220088
Identifikátor adresy ISEO (PČD),2471506,,1000158314,220088
Identifikátor adresy RÚIAN,21947791,,1000158314,220088
Okres,40924,Praha,1000158659,684541
Městský obvod Prahy,43,Praha 4,1000158659,684541
Obec,554782,Praha,1000158659,684541
Část obce,490156,Nusle,1000158659,684541
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000158659,684541
PSČ a adresní pošta,14000,Praha 4,1000158659,684541
Ulice,457876,Na Klikovce,1000158659,684541
Číslo domovní,1008,číslo popisné,1000158659,684541
Číslo orientační,9,,1000158659,684541
Typ adresy,1,Hlavní adresa,1000158659,684541
Zadní vchod,0,ne,1000158659,684541
Identifikátor adresy RSO (IDADR),30000074578,,1000158659,684541
Identifikátor adresy ISEO (PČD),2471525,,1000158659,684541
Identifikátor adresy RÚIAN,21948151,,1000158659,684541
Okres,40924,Praha,1000161137,220337
Městský obvod Prahy,43,Praha 4,1000161137,220337
Obec,554782,Praha,1000161137,220337
Část obce,490156,Nusle,1000161137,220337
"Městský obvod, městská část (Prahy či statutárního města)",500119,Praha 4,1000161137,220337
PSČ a adresní pošta,14000,Praha 4,1000161137,220337
