Údaj,Hodnota,Kód,Text,url,budid,idob
Způsob vytápění budovy:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Připojení budovy na plyn:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Druh plynu:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Počet evidovaných obyvatel v budově:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Druh domu dle SLDB:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Počet nadzemních podlaží domu dle SLDB:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Druh vlastníka domu dle SLDB:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Způsob vytápění domu dle SLDB:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Připojení domu na vodovod dle SLDB:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,NA,,buddet.jsp?budid=211754&idob=1000054951&b=0,211754,1000054951
Druh vlastníka budovy:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Počet všech podlaží budovy:,4,4,4 podlaží,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Počet bytů v budově (vchodu):,0,0,0 bytů,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Materiál nosných zdí budovy:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Připojení budovy na odpad:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Připojení budovy na vodovod:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Způsob vytápění budovy:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Připojení budovy na plyn:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Druh plynu:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Počet evidovaných obyvatel v budově:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Druh domu dle SLDB:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Počet nadzemních podlaží domu dle SLDB:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Druh vlastníka domu dle SLDB:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Způsob vytápění domu dle SLDB:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Připojení domu na vodovod dle SLDB:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,NA,,buddet.jsp?budid=211759&idob=1000055019&b=0,211759,1000055019
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Počet všech podlaží budovy:,5,5,5 podlaží,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Počet bytů v budově (vchodu):,7,6,7-9 bytů,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Druh plynu:,NA,NA,,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Počet evidovaných obyvatel v budově:,NA,5,10-14,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,4,6 - 9,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,4,6 - 9,buddet.jsp?budid=211779&idob=1000055230&b=0,211779,1000055230
Druh vlastníka budovy:,NA,4,ostatní právnické osoby,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Počet všech podlaží budovy:,3,3,3 podlaží,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Počet bytů v budově (vchodu):,3,3,3 byty,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Druh plynu:,NA,NA,,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Počet evidovaných obyvatel v budově:,NA,4,6 - 9,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Počet nadzemních podlaží domu dle SLDB:,NA,3,3 podlaží,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Druh vlastníka domu dle SLDB:,NA,7,Kombinace vlastníků,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,4,6 - 9,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,4,6 - 9,buddet.jsp?budid=211803&idob=1000055493&b=0,211803,1000055493
Druh vlastníka budovy:,NA,3,obec,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Počet všech podlaží budovy:,1,1,1 podlaží,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Počet bytů v budově (vchodu):,21,9,20-29 bytů,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Druh plynu:,NA,NA,,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Počet evidovaných obyvatel v budově:,NA,8,30-39,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Druh vlastníka domu dle SLDB:,NA,12,Obec,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,8,30-39,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,8,30-39,buddet.jsp?budid=211846&idob=1000055981&b=0,211846,1000055981
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Počet všech podlaží budovy:,5,5,5 podlaží,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Počet bytů v budově (vchodu):,14,7,10-14 bytů,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Druh plynu:,NA,NA,,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Počet evidovaných obyvatel v budově:,NA,6,15-19,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,7,20-29,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,7,20-29,buddet.jsp?budid=211854&idob=1000056091&b=0,211854,1000056091
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Počet všech podlaží budovy:,1,1,1 podlaží,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Počet bytů v budově (vchodu):,33,10,30-49 bytů,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Druh plynu:,NA,NA,,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Počet evidovaných obyvatel v budově:,NA,9,40-49,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,3,1920-1945,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,10,50-59,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,10,50-59,buddet.jsp?budid=211860&idob=1000056171&b=0,211860,1000056171
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Počet všech podlaží budovy:,1,1,1 podlaží,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Počet bytů v budově (vchodu):,17,8,15-19 bytů,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Druh plynu:,NA,NA,,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Počet evidovaných obyvatel v budově:,NA,6,15-19,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,10,1919 a dříve,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,7,20-29,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,7,20-29,buddet.jsp?budid=211861&idob=1000056180&b=0,211861,1000056180
Druh vlastníka budovy:,NA,4,ostatní právnické osoby,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Počet všech podlaží budovy:,5,5,5 podlaží,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Počet bytů v budově (vchodu):,13,7,10-14 bytů,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Připojení budovy na odpad:,NA,1,Přípoj na kanalizační síť,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Druh plynu:,NA,NA,,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Počet evidovaných obyvatel v budově:,NA,6,15-19,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Druh vlastníka domu dle SLDB:,NA,7,Kombinace vlastníků,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Způsob vytápění domu dle SLDB:,NA,8,Bez ústředního topení,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Připojení domu na vodovod dle SLDB:,NA,1,Vodovod v domě - z veřejné sítě,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Období výstavby nebo rekonstrukce domu dle SLDB:,NA,3,1920-1945,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Počet obyvatel v budově dle SLDB - trvalý pobyt:,NA,6,15-19,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Počet obyvatel v budově dle SLDB - obvyklý pobyt:,NA,7,20-29,buddet.jsp?budid=211872&idob=1000056309&b=0,211872,1000056309
Druh vlastníka budovy:,NA,1,fyzická osoba,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Počet všech podlaží budovy:,5,5,5 podlaží,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Počet bytů v budově (vchodu):,17,8,15-19 bytů,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Vybavení budovy výtahem:,NA,2,bez výtahu,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Obestavěný prostor budovy v m3:,NA,NA,,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Zastavěná plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Podlahová plocha budovy v m2:,NA,NA,,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Materiál nosných zdí budovy:,NA,10,"Kámen, cihly, tvárnice vč. kombinací",buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Připojení budovy na odpad:,NA,3,"Žumpa, jímka",buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Připojení budovy na vodovod:,NA,1,s vodovodem,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Způsob vytápění budovy:,NA,4,jiné (i bez topení),buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Připojení budovy na plyn:,NA,1,Plyn z veřejné sítě,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Druh plynu:,NA,NA,,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Topné médium - hlavní:,NA,NA,,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Topné médium - vedlejší:,NA,NA,,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Počet evidovaných obyvatel v budově:,NA,7,20-29,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Druh domu dle SLDB:,NA,4,Bytový dům,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Počet nadzemních podlaží domu dle SLDB:,NA,5,5 podlaží,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
Druh vlastníka domu dle SLDB:,NA,1,Fyzická osoba,buddet.jsp?budid=211880&idob=1000056414&b=0,211880,1000056414
